#SampleID,sample_name_backup,sequence_run,run_lane,sample_name_mf,BiologicalMatter,env_sample,Biological_group,coral_group,country,country_region,expedition_number,depth,family,host_clade_sensu_fukami_numeric,Huang_Roy_tree_name,outgroup,complex_robust,functional_group_sensu_darling,Sexual.system,Mode.of.larval.development,sample_name_first_demultiplexing,concatenated_date,reef_name,latitude,longitude,env_matter,local_sample_id,ocean_area,Symbio_ITS2_sequenced,colony_name,phylo_robust,phylo_complex,family_backup,host_genus_id,host_species_id,field_host_name,field_host_genus_id,field_host_species_id,colony_height_m,colony_width1,colony_width2,tissue_compartment,host_genus,host_species,host_clade_sensu_fukami,temperature,NCBI_inherited_blast_name,full_taxonomy_string_with_clade,taxonomy_string_to_clade,taxonomy_string_to_family,Genus.fossil.age,Genus.fossil.age.unit,sample_type_EMP,Species.age.phylogeny,Species.age.phylogeny.unit,Zooxanthellate,political_area,ocean,hemisphere,sampling_expedition,collected_by
E7.3.Por.loba.2.20150619.S_S182,E7.3.Por.loba.2.20150619_S,OSU_Miseq_v4_2107,ALVCP,Pollock179,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.2,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E7.3.Por.loba.2.20150619_S,20150619,Bills Bommie,-23.205,113.7680556,organic material,WA_210_S,Eastern Indian,n,E7.3.Por.loba.2.20150619,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,105,57,50,S,Porites,lobata,III,25,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Skeleton,3.912556992,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.3.Por.loba.3.20150619.S_S179,E7.3.Por.loba.3.20150619_S,OSU_Miseq_v4_2107,ALVCP,Pollock182,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,4.1,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E7.3.Por.loba.3.20150619_S,20150619,Bills Bommie,-23.205,113.7680556,organic material,WA_211_S,Eastern Indian,n,E7.3.Por.loba.3.20150619,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,30,65,40,S,Porites,lobata,III,25,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Skeleton,3.912556992,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.3.Por.loba.4.20150619.S_S149,E7.3.Por.loba.4.20150619_S,OSU_Miseq_v4_2107,AN5UL,Pollock525_WA_212_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,5,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E7.3.Por.loba.4.20150619_S,20150619,Bills Bommie,-23.205,113.7680556,organic material,WA_212_S,Eastern Indian,n,E7.3.Por.loba.4.20150619,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,120,318,108,S,Porites,lobata,III,25,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Skeleton,3.912556992,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.5.Gal.astr.1.20150622.S_S210,E7.5.Gal.astr.1.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock215,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.6,Euphylliidae,5,OCU_Galaxea_astreata,n,complex,Stress-tolerant,gonochore,spawner,E7.5.Gal.astr.1.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_241_S,Eastern Indian,n,E7.5.Gal.astr.1.20150622,no,no,Euphylliidae,Galaxea,astreata,Galaxea astreata,Galaxea,astreata,20,35,22,S,Galaxea,astreata,V,25,stony corals,Cnidaria_Anthozoa_Scleractinia_V_Galaxea_astreata,Cnidaria_Anthozoa_Scleractinia_V,Cnidaria_Anthozoa_Scleractinia_Euphylliidae,23.03,mya,Coral Skeleton,0.518269449,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.5.Gal.fasc.1.20150621.S_S215,E7.5.Gal.fasc.1.20150621_S,OSU_Miseq_v4_2107,ALVCP,Pollock210,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Euphylliidae,5,OCU_Galaxea_fascicularis,n,complex,Stress-tolerant,gonochore,spawner,E7.5.Gal.fasc.1.20150621_S,20150621,Bills Bay,-23.140369,113.769166,organic material,WA_236_S,Eastern Indian,n,E7.5.Gal.fasc.1.20150621,no,no,Euphylliidae,Galaxea,fascicularis,Galaxea fascicularis,Galaxea,fascicularis,13,30,15,S,Galaxea,fascicularis,V,25,stony corals,Cnidaria_Anthozoa_Scleractinia_V_Galaxea_fascicularis,Cnidaria_Anthozoa_Scleractinia_V,Cnidaria_Anthozoa_Scleractinia_Euphylliidae,23.03,mya,Coral Skeleton,4.108182576,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.5.Gal.fasc.1.20150622.S_S194,E7.5.Gal.fasc.1.20150622_S,OSU_Miseq_v4_2107,AN5UL,Pollock570_WA_244_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2.8,Euphylliidae,5,OCU_Galaxea_fascicularis,n,complex,Stress-tolerant,gonochore,spawner,E7.5.Gal.fasc.1.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_244_S,Eastern Indian,n,E7.5.Gal.fasc.1.20150622,no,no,Euphylliidae,Galaxea,fascicularis,Galaxea fascicularis,Galaxea,fascicularis,8,18,13,S,Galaxea,fascicularis,V,25,stony corals,Cnidaria_Anthozoa_Scleractinia_V_Galaxea_fascicularis,Cnidaria_Anthozoa_Scleractinia_V,Cnidaria_Anthozoa_Scleractinia_Euphylliidae,23.03,mya,Coral Skeleton,4.108182576,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.6.Acr.hyac.1.20150622.S_S196,E7.6.Acr.hyac.1.20150622_S,OSU_Miseq_v4_2107,AN5UL,Pollock572_WA_245_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1.9,Acroporidae,6,ACR_Acropora_hyacinthus,n,complex,Competitive,hermaphrodite,spawner,E7.6.Acr.hyac.1.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_245_S,Eastern Indian,n,E7.6.Acr.hyac.1.20150622,no,yes,Acroporidae,Acropora,hyacinthus,Acropora hyacinthus,Acropora,hyacinthus,15,75,57,S,Acropora,hyacinthus,VI,25,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Acropora_hyacinthus,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,55.8,mya,Coral Skeleton,0.588742379,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.6.Acr.hyac.2.20150622.S_S198,E7.6.Acr.hyac.2.20150622_S,OSU_Miseq_v4_2107,AN5UL,Pollock574_WA_246_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1.9,Acroporidae,6,ACR_Acropora_hyacinthus,n,complex,Competitive,hermaphrodite,spawner,E7.6.Acr.hyac.2.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_246_S,Eastern Indian,n,E7.6.Acr.hyac.2.20150622,no,yes,Acroporidae,Acropora,hyacinthus,Acropora hyacinthus,Acropora,hyacinthus,20,20,22,S,Acropora,hyacinthus,VI,25,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Acropora_hyacinthus,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,55.8,mya,Coral Skeleton,0.588742379,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.6.Acr.hyac.3.20150622.S_S220,E7.6.Acr.hyac.3.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock221,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1.9,Acroporidae,6,ACR_Acropora_hyacinthus,n,complex,Competitive,hermaphrodite,spawner,E7.6.Acr.hyac.3.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_247_S,Eastern Indian,n,E7.6.Acr.hyac.3.20150622,no,yes,Acroporidae,Acropora,hyacinthus,Acropora hyacinthus,Acropora,hyacinthus,30,20,30,S,Acropora,hyacinthus,VI,25,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Acropora_hyacinthus,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,55.8,mya,Coral Skeleton,0.588742379,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.6.Mon.aequ.1.20150620.S_S186,E7.6_Mon.aequ.1.20150620_S,OSU_Miseq_v4_2107,ALVCP,Pollock191,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Acroporidae,6,ACR_Montipora_aequituberculata,n,complex,Unknown,hermaphrodite,spawner,E7.6_Mon.aequ.1.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_217_S,Eastern Indian,n,E7.6_Mon.aequ.1.20150620,no,yes,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,Montipora,aequituberculata,45,99,100,S,Montipora,aequituberculata,VI,26,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Montipora_aequituberculata,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,33.9,mya,Coral Skeleton,0.890109813,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.6.Mon.aequ.2.20150620.S_S154,E7.6_Mon.aequ.2.20150620_S,OSU_Miseq_v4_2107,AN5UL,Pollock530_WA_218_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Acroporidae,6,ACR_Montipora_aequituberculata,n,complex,Unknown,hermaphrodite,spawner,E7.6_Mon.aequ.2.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_218_S,Eastern Indian,n,E7.6_Mon.aequ.2.20150620,no,yes,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,Montipora,aequituberculata,30,50,28,S,Montipora,aequituberculata,VI,26,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Montipora_aequituberculata,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,33.9,mya,Coral Skeleton,0.890109813,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.6.Mon.aequ.3.20150620.S_S157,E7.6_Mon.aequ.3.20150620_S,OSU_Miseq_v4_2107,AN5UL,Pollock533_WA_219_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Acroporidae,6,ACR_Montipora_aequituberculata,n,complex,Unknown,hermaphrodite,spawner,E7.6_Mon.aequ.3.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_219_S,Eastern Indian,n,E7.6_Mon.aequ.3.20150620,no,yes,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,Montipora,aequituberculata,24,17,26,S,Montipora,aequituberculata,VI,26,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Montipora_aequituberculata,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,33.9,mya,Coral Skeleton,0.890109813,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.6.Mon.aequ.4.20150620.S_S160,E7.6_Mon.aequ.4.20150620_S,OSU_Miseq_v4_2107,AN5UL,Pollock536_WA_221_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1,Acroporidae,6,ACR_Montipora_aequituberculata,n,complex,Unknown,hermaphrodite,spawner,E7.6_Mon.aequ.4.20150620_S,20150620,Bills Bay,-23.140369,113.769166,organic material,WA_221_S,Eastern Indian,n,E7.6_Mon.aequ.4.20150620,no,yes,Acroporidae,Montipora,aequituberculata,Montipora aequituberculata,Montipora,aequituberculata,20,30,17,S,Montipora,aequituberculata,VI,26,stony corals,Cnidaria_Anthozoa_Scleractinia_VI_Montipora_aequituberculata,Cnidaria_Anthozoa_Scleractinia_VI,Cnidaria_Anthozoa_Scleractinia_Acroporidae,33.9,mya,Coral Skeleton,0.890109813,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.7.Pav.vari.1.20150622.S_S238,E7.7.Pav.vari.1.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock235,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2,Agariciidae,7,AGA_Pavona_varians,n,complex,Stress-tolerant,gonochore,spawner,E7.7.Pav.vari.1.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_254_S,Eastern Indian,n,E7.7.Pav.vari.1.20150622,yes,yes,Agariciidae,Pavona,varians,Pavona varians,Pavona,varians,20,80,40,S,Pavona,varians,VII,23,stony corals,Cnidaria_Anthozoa_Scleractinia_VII_Pavona_varians,Cnidaria_Anthozoa_Scleractinia_VII,Cnidaria_Anthozoa_Scleractinia_Agariciidae,55.8,mya,Coral Skeleton,4.081376792,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.7.Pav.vari.1.20150623.S_S221,E7.7.Pav.vari.1.20150623_S,OSU_Miseq_v4_2107,AN5UL,Pollock597_WA_264_S,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,1.8,Agariciidae,7,AGA_Pavona_varians,n,complex,Stress-tolerant,gonochore,spawner,E7.7.Pav.vari.1.20150623_S,20150623,Bills Bay,-23.140369,113.769166,organic material,WA_264_S,Eastern Indian,n,E7.7.Pav.vari.1.20150623,yes,yes,Agariciidae,Pavona,varians,Pavona varians,Pavona,varians,60,60,30,S,Pavona,varians,VII,21,stony corals,Cnidaria_Anthozoa_Scleractinia_VII_Pavona_varians,Cnidaria_Anthozoa_Scleractinia_VII,Cnidaria_Anthozoa_Scleractinia_Agariciidae,55.8,mya,Coral Skeleton,4.081376792,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
E7.7.Pav.vari.2.20150622.S_S237,E7.7.Pav.vari.2.20150622_S,OSU_Miseq_v4_2107,ALVCP,Pollock236,Coral Skeleton,no,yes,yes,Australia,Australia_Indian,E7,2,Agariciidae,7,AGA_Pavona_varians,n,complex,Stress-tolerant,gonochore,spawner,E7.7.Pav.vari.2.20150622_S,20150622,Bills Bay,-23.140369,113.769166,organic material,WA_255_S,Eastern Indian,n,E7.7.Pav.vari.2.20150622,yes,yes,Agariciidae,Pavona,varians,Pavona varians,Pavona,varians,37,37,30,S,Pavona,varians,VII,23,stony corals,Cnidaria_Anthozoa_Scleractinia_VII_Pavona_varians,Cnidaria_Anthozoa_Scleractinia_VII,Cnidaria_Anthozoa_Scleractinia_Agariciidae,55.8,mya,Coral Skeleton,4.081376792,mya,zooxanthellate,Australia,Indian,Southern,E7_Ningaloo_2015,Joe Pollock
229-HI62-S,1256_229_HI62_S,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_62_S,Coral Skeleton,no,yes,yes,Hawaii,Hawaii,E15,6.1,Agariciidae,7,AGA_Pavona_varians,n,complex,Stress-tolerant,gonochore,spawner,E15.7.Pav.vari.1.20160613.S,20160613,Haleiwa Trench,1/21/1900 14:14,-158.110783,organic material,HI_62_S,North Pacific,n,E15.7.Pav.vari.1.20160613,yes,yes,Agariciidae,Pavona,varians,Pavona varians,Pavona,varians,10,20,5,S,Pavona,varians,VII,26.11,stony corals,Cnidaria_Anthozoa_Scleractinia_VII_Pavona_varians,Cnidaria_Anthozoa_Scleractinia_VII,Cnidaria_Anthozoa_Scleractinia_Agariciidae,55.8,mya,Coral Skeleton,4.081376792,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
230-HI62-T,1256_230_HI62_T,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_62_T,Coral Tissue,no,yes,yes,Hawaii,Hawaii,E15,6.1,Agariciidae,7,AGA_Pavona_varians,n,complex,Stress-tolerant,gonochore,spawner,E15.7.Pav.vari.1.20160613.T,20160613,Haleiwa Trench,1/21/1900 14:14,-158.110783,organic material,HI_62_T,North Pacific,n,E15.7.Pav.vari.1.20160613,yes,yes,Agariciidae,Pavona,varians,Pavona varians,Pavona,varians,10,20,5,T,Pavona,varians,VII,26.11,stony corals,Cnidaria_Anthozoa_Scleractinia_VII_Pavona_varians,Cnidaria_Anthozoa_Scleractinia_VII,Cnidaria_Anthozoa_Scleractinia_Agariciidae,55.8,mya,Coral Tissue,4.081376792,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
E1.6.Iso.pali.1.20140803.T.2_S115,E1.6.Iso.pali.1.20140803_T.2,OSU_Miseq_v4_2107,ALVCP,Pollock118,Coral Tissue,no,yes,no,Australia,Australia_Pacific,Unknown,Unknown,Unknown,Unknown,Unknown,n,Unknown,Unknown,Unknown,Unknown,E1.6.Iso.pali.1.20140803_T.2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,no,no,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
231-Control,1256_231_Control,PSU_Miseq_v4_2023,GMCF_1256_set4,BLANK,BLANK,no,no,no,Control,Control,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,no,no,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK,BLANK
232-HI63-M,1256_232_HI63_M,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_63_M,Coral Mucus,no,yes,yes,Hawaii,Hawaii,E15,3.66,Fungiidae,11,FUN_Lobactis_scutaria,n,robust,Unknown,gonochore,spawner,E15.11.Lob.scut.2.20160613.M,20160613,Haleiwa Trench,1/21/1900 14:14,-158.110783,mucus,HI_63_M,North Pacific,n,E15.11.Lob.scut.2.20160613,no,no,Fungiidae,Lobactis,scutaria,Lobactis scutaria,Lobactis,scutaria,1,6,4,M,Lobactis,scutaria,XI,26.11,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_scutaria,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Mucus,10.08028962,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
233-HI63-S,1256_233_HI63_S,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_63_S,Coral Skeleton,no,yes,yes,Hawaii,Hawaii,E15,3.66,Fungiidae,11,FUN_Lobactis_scutaria,n,robust,Unknown,gonochore,spawner,E15.11.Lob.scut.2.20160613.S,20160613,Haleiwa Trench,1/21/1900 14:14,-158.110783,organic material,HI_63_S,North Pacific,n,E15.11.Lob.scut.2.20160613,no,no,Fungiidae,Lobactis,scutaria,Lobactis scutaria,Lobactis,scutaria,1,6,4,S,Lobactis,scutaria,XI,26.11,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_scutaria,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Skeleton,10.08028962,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
234-HI63-T,1256_234_HI63_T,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_63_T,Coral Tissue,no,yes,yes,Hawaii,Hawaii,E15,3.66,Fungiidae,11,FUN_Lobactis_scutaria,n,robust,Unknown,gonochore,spawner,E15.11.Lob.scut.2.20160613.T,20160613,Haleiwa Trench,1/21/1900 14:14,-158.110783,organic material,HI_63_T,North Pacific,n,E15.11.Lob.scut.2.20160613,no,no,Fungiidae,Lobactis,scutaria,Lobactis scutaria,Lobactis,scutaria,1,6,4,T,Lobactis,scutaria,XI,26.11,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Fungia_scutaria,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_Fungiidae,Unknown,Unknown,Coral Tissue,10.08028962,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
235-HI64-M,1256_235_HI64_M,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_64_M,Coral Mucus,no,yes,yes,Hawaii,Hawaii,E15,1,Pocilloporidae,10,POC_Pocillopora_damicornis,n,robust,Weedy,hermaphrodite,Unknown,E15.10.Poc.dami.1.20160614.M,20160614,Second City,1/21/1900 10:33,-157.791731,mucus,HI_64_M,North Pacific,n,E15.10.Poc.dami.1.20160614,yes,no,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,Pocillopora,damicornis,15,20,17,M,Pocillopora,damicornis,X,Unknown,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Pocillopora_damicornis,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Mucus,1.847284581,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
236-HI64-S,1256_236_HI64_S,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_64_S,Coral Skeleton,no,yes,yes,Hawaii,Hawaii,E15,1,Pocilloporidae,10,POC_Pocillopora_damicornis,n,robust,Weedy,hermaphrodite,Unknown,E15.10.Poc.dami.1.20160614.S,20160614,Second City,1/21/1900 10:33,-157.791731,organic material,HI_64_S,North Pacific,n,E15.10.Poc.dami.1.20160614,yes,no,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,Pocillopora,damicornis,15,20,17,S,Pocillopora,damicornis,X,Unknown,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Pocillopora_damicornis,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Skeleton,1.847284581,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
237-HI64-T,1256_237_HI64_T,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_64_T,Coral Tissue,no,yes,yes,Hawaii,Hawaii,E15,1,Pocilloporidae,10,POC_Pocillopora_damicornis,n,robust,Weedy,hermaphrodite,Unknown,E15.10.Poc.dami.1.20160614.T,20160614,Second City,1/21/1900 10:33,-157.791731,organic material,HI_64_T,North Pacific,n,E15.10.Poc.dami.1.20160614,yes,no,Pocilloporidae,Pocillopora,damicornis,Pocillopora damicornis,Pocillopora,damicornis,15,20,17,T,Pocillopora,damicornis,X,Unknown,stony corals,Cnidaria_Anthozoa_Scleractinia_X_Pocillopora_damicornis,Cnidaria_Anthozoa_Scleractinia_X,Cnidaria_Anthozoa_Scleractinia_Pocilloporidae,33.9,mya,Coral Tissue,1.847284581,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
238-HI65-M,1256_238_HI65_M,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_65_M,Coral Mucus,no,yes,yes,Hawaii,Hawaii,E15,1.83,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E15.3.Por.loba.2.20160614.M,20160614,PR11,1/21/1900 10:47,-157.795228,mucus,HI_65_M,North Pacific,n,E15.3.Por.loba.2.20160614,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,20,30,50,M,Porites,lobata,III,Unknown,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Mucus,3.912556992,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
239-HI65-S,1256_239_HI65_S,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_65_S,Coral Skeleton,no,yes,yes,Hawaii,Hawaii,E15,1.83,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E15.3.Por.loba.2.20160614.S,20160614,PR11,1/21/1900 10:47,-157.795228,organic material,HI_65_S,North Pacific,n,E15.3.Por.loba.2.20160614,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,20,30,50,S,Porites,lobata,III,Unknown,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Skeleton,3.912556992,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
240-HI65-T,1256_240_HI65_T,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_65_T,Coral Tissue,no,yes,yes,Hawaii,Hawaii,E15,1.83,Poritidae,3,POR_Porites_lobata,n,complex,Stress-tolerant,gonochore,spawner,E15.3.Por.loba.2.20160614.T,20160614,PR11,1/21/1900 10:47,-157.795228,organic material,HI_65_T,North Pacific,n,E15.3.Por.loba.2.20160614,no,yes,Poritidae,Porites,lobata,Porites lobata,Porites,lobata,20,30,50,T,Porites,lobata,III,Unknown,stony corals,Cnidaria_Anthozoa_Scleractinia_III_Porites_lobata,Cnidaria_Anthozoa_Scleractinia_III,Cnidaria_Anthozoa_Scleractinia_Poritidae,55.8,mya,Coral Tissue,3.912556992,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
241-HI66-M,1256_241_HI66_M,PSU_Miseq_v4_2023,GMCF_1256_set2,HI_66_M,Coral Mucus,no,yes,yes,Hawaii,Hawaii,E15,4.85,incertae sedis,11,FAV_Leptastrea_purpurea,n,robust,Weedy,gonochore,spawner,E15.11.Lep.purp.1.20160613.M,20160613,Haleiwa Trench,1/21/1900 14:14,-158.110783,mucus,HI_66_M,North Pacific,n,E15.11.Lep.purp.1.20160613,no,no,incertae sedis,Leptastrea,purpurea,Leptastrea purpurea,Leptastrea,purpurea,8,8,5,M,Leptastrea,purpurea,XI,26.11,stony corals,Cnidaria_Anthozoa_Scleractinia_XI_Leptastrea_purpurea,Cnidaria_Anthozoa_Scleractinia_XI,Cnidaria_Anthozoa_Scleractinia_incertae sedis,37.2,mya,Coral Mucus,2.158204536,mya,zooxanthellate,"Hawaii, United States",Pacific,Northern,E15_Hawaii,"Ryan McMinds, Becky Vega Thurber"
